tasks,offlines,repeat,tag,date,tabus,chances,resets,distance,cmax,time,cmax_min
20,20,12,Move Tabulist,2006-11-26 23:56:37,110,120,1,3,1585,0.01,1576
20,20,12,Move Tabulist,2006-11-26 23:56:37,120,80,1,3,1585,0.01,1576
20,20,12,Move Tabulist,2006-11-26 23:56:37,120,90,1,3,1585,0.00,1576
20,20,12,Move Tabulist,2006-11-26 23:56:37,120,100,1,3,1585,0.01,1576
20,20,12,Move Tabulist,2006-11-26 23:56:37,120,110,1,3,1585,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:37,120,120,1,3,1585,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:37,80,80,1,5,1592,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:37,80,90,1,5,1592,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:38,80,100,1,5,1588,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:38,80,110,1,5,1588,0.03,1576
20,20,12,Move Tabulist,2006-11-26 23:56:38,80,120,1,5,1588,0.03,1576
20,20,12,Move Tabulist,2006-11-26 23:56:38,90,80,1,5,1592,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:38,90,90,1,5,1592,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:38,90,100,1,5,1592,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:38,90,110,1,5,1592,0.03,1576
20,20,12,Move Tabulist,2006-11-26 23:56:38,90,120,1,5,1592,0.04,1576
20,20,12,Move Tabulist,2006-11-26 23:56:39,100,80,1,5,1592,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:39,100,90,1,5,1592,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:39,100,100,1,5,1592,0.03,1576
20,20,12,Move Tabulist,2006-11-26 23:56:39,100,110,1,5,1592,0.03,1576
20,20,12,Move Tabulist,2006-11-26 23:56:39,100,120,1,5,1592,0.03,1576
20,20,12,Move Tabulist,2006-11-26 23:56:39,110,80,1,5,1592,0.02,1576
20,20,12,Move Tabulist,2006-11-26 23:56:39,110,90,1,5,1592,0.03,1576
